ts_code,symbol,name,area,industry,fullname,enname,market,exchange_id,curr_type,list_status,list_date,delist_date,is_hs
002414.SZ,002414,高德红外,湖北,电器仪表,武汉高德红外股份有限公司,Wuhan Guide Infrared Co.,Ltd.,中小板,SZSE,CNY,L,2010-07-16,,S
002415.SZ,002415,海康威视,浙江,电器仪表,杭州海康威视数字技术股份有限公司,Hangzhou Hikvision Digital Technology Co.,Ltd.,中小板,SZSE,CNY,L,2010-05-28,,S
002416.SZ,002416,爱施德,深圳,电器连锁,深圳市爱施德股份有限公司,Shenzhen Aisidi Co., Ltd.,中小板,SZSE,CNY,L,2010-05-28,,S
002417.SZ,002417,深南股份,江苏,通信设备,深南金科股份有限公司,SUNA Co.,Ltd,中小板,SZSE,CNY,L,2010-06-01,,N
002418.SZ,002418,康盛股份,浙江,机械基件,浙江康盛股份有限公司,Zhe Jiang Kangsheng Co.,Ltd,中小板,SZSE,CNY,L,2010-06-01,,S
002419.SZ,002419,天虹股份,深圳,百货,天虹商场股份有限公司,Rainbow Department Store Co., Ltd.,中小板,SZSE,CNY,L,2010-06-01,,S
002420.SZ,002420,毅昌股份,广东,塑料,广州毅昌科技股份有限公司,Guangzhou Echom Sci.&Tech. Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-01,,N
002421.SZ,002421,达实智能,深圳,软件服务,深圳达实智能股份有限公司,Shenzhen DAS Intellitech Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-03,,S
002422.SZ,002422,科伦药业,四川,化学制药,四川科伦药业股份有限公司,Sichuan Kelun Pharmaceutical Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-03,,S
002423.SZ,002423,中原特钢,河南,特种钢,中原特钢股份有限公司,Zhongyuan Special Steel Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-03,,N
002424.SZ,002424,贵州百灵,贵州,中成药,贵州百灵企业集团制药股份有限公司,Guizhou Bailing Group Pharmaceutical Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-03,,S
002425.SZ,002425,凯撒文化,广东,互联网,凯撒(中国)文化股份有限公司,Kaiser (China) Culture Co., Ltd,中小板,SZSE,CNY,L,2010-06-08,,S
002426.SZ,002426,胜利精密,江苏,元器件,苏州胜利精密制造科技股份有限公司,Suzhou Victory Precision Manufacture Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-08,,S
002427.SZ,002427,*ST尤夫,浙江,化纤,浙江尤夫高新纤维股份有限公司,Zhejiang Unifull Industrial Fiber Co., Ltd.,中小板,SZSE,CNY,L,2010-06-08,,N
002428.SZ,002428,云南锗业,云南,小金属,云南临沧鑫圆锗业股份有限公司,Yunnan Lincang Xinyuan Germanium Industry Co., Ltd.,中小板,SZSE,CNY,L,2010-06-08,,S
002429.SZ,002429,兆驰股份,深圳,家用电器,深圳市兆驰股份有限公司,Shenzhen Mtc Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-10,,S
002430.SZ,002430,杭氧股份,浙江,化工机械,杭州杭氧股份有限公司,Hangzhou Hangyang Co., Ltd.,中小板,SZSE,CNY,L,2010-06-10,,S
002431.SZ,002431,棕榈股份,广东,建筑施工,棕榈生态城镇发展股份有限公司,Palm Eco-Town Development Co., Ltd.,中小板,SZSE,CNY,L,2010-06-10,,S
002432.SZ,002432,九安医疗,天津,医疗保健,天津九安医疗电子股份有限公司,Andon Health Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-10,,N
002433.SZ,002433,太安堂,广东,中成药,广东太安堂药业股份有限公司,Guangdong Taiantang Pharmaceutical Co.,Ltd,中小板,SZSE,CNY,L,2010-06-18,,S
002434.SZ,002434,万里扬,浙江,汽车配件,浙江万里扬股份有限公司,Zhejiang Wanliyang Co., Ltd.,中小板,SZSE,CNY,L,2010-06-18,,S
002435.SZ,002435,长江润发,江苏,化学制药,长江润发医药股份有限公司,ChangjiangRunfa Medicine Co., Ltd.,中小板,SZSE,CNY,L,2010-06-18,,N
002436.SZ,002436,兴森科技,深圳,元器件,深圳市兴森快捷电路科技股份有限公司,Shenzhen Fastprint Circuit Tech Co.,Ltd,中小板,SZSE,CNY,L,2010-06-18,,S
002437.SZ,002437,誉衡药业,黑龙江,化学制药,哈尔滨誉衡药业股份有限公司,Harbin Gloria Pharmaceuticals Co., Ltd.,中小板,SZSE,CNY,L,2010-06-23,,S
002438.SZ,002438,江苏神通,江苏,机械基件,江苏神通阀门股份有限公司,Jiangsu Shentong Valve Co.,Ltd.,中小板,SZSE,CNY,L,2010-06-23,,N
002439.SZ,002439,启明星辰,北京,软件服务,启明星辰信息技术集团股份有限公司,Venustech Group Inc.,中小板,SZSE,CNY,L,2010-06-23,,S
002440.SZ,002440,闰土股份,浙江,染料涂料,浙江闰土股份有限公司,Zhejiang Runtu Co., Ltd.,中小板,SZSE,CNY,L,2010-07-06,,S
002441.SZ,002441,众业达,广东,批发业,众业达电气股份有限公司,Zhongyeda Electric Co.,Ltd.,中小板,SZSE,CNY,L,2010-07-06,,N
002442.SZ,002442,龙星化工,河北,化工原料,龙星化工股份有限公司,Longxing Chemical Stock Co.,Ltd,中小板,SZSE,CNY,L,2010-07-06,,N
002443.SZ,002443,金洲管道,浙江,钢加工,浙江金洲管道科技股份有限公司,Zhejiang Kingland Pipeline and Technologies Co.,Ltd.,中小板,SZSE,CNY,L,2010-07-06,,N
002444.SZ,002444,巨星科技,浙江,轻工机械,杭州巨星科技股份有限公司,Hangzhou Great Star Industrial Co.,Ltd,中小板,SZSE,CNY,L,2010-07-13,,S
002445.SZ,002445,中南文化,江苏,影视音像,中南红文化集团股份有限公司,Jiangyin Zhongnan Heavy Industries Co., Ltd.,中小板,SZSE,CNY,L,2010-07-13,,S
002446.SZ,002446,盛路通信,广东,通信设备,广东盛路通信科技股份有限公司,Guangdong Shenglu Telecommunication Tech. Co., Ltd.,中小板,SZSE,CNY,L,2010-07-13,,S
002447.SZ,002447,晨鑫科技,辽宁,互联网,大连晨鑫网络科技股份有限公司,Dalian Morningstar Network Technology Co.,Ltd.,中小板,SZSE,CNY,L,2010-07-13,,S
002448.SZ,002448,中原内配,河南,汽车配件,中原内配集团股份有限公司,ZYNP Corporation,中小板,SZSE,CNY,L,2010-07-16,,N
002449.SZ,002449,国星光电,广东,半导体,佛山市国星光电股份有限公司,Foshan Nationstar Optoelectronics Co.,Ltd,中小板,SZSE,CNY,L,2010-07-16,,S
002450.SZ,002450,康得新,江苏,化工原料,康得新复合材料集团股份有限公司,Kangde Xin Composite Material Group Co.,Ltd.,中小板,SZSE,CNY,L,2010-07-16,,S
002451.SZ,002451,摩恩电气,上海,电气设备,上海摩恩电气股份有限公司,Shanghai Morn Electric Equipment Co., Ltd,中小板,SZSE,CNY,L,2010-07-20,,N
002452.SZ,002452,长高集团,湖南,电气设备,湖南长高高压开关集团股份公司,Changgao Electric Group Co.,Ltd,中小板,SZSE,CNY,L,2010-07-20,,N
002453.SZ,002453,华软科技,江苏,化工原料,金陵华软科技股份有限公司,Great Chinasoft Technology Co.,Ltd,中小板,SZSE,CNY,L,2010-07-20,,N
002454.SZ,002454,松芝股份,上海,汽车配件,上海加冷松芝汽车空调股份有限公司,Songz Automobile Air Conditioning Co.,Ltd.,中小板,SZSE,CNY,L,2010-07-20,,N
002455.SZ,002455,百川股份,江苏,化工原料,江苏百川高科新材料股份有限公司,Jiangsu Baichuan High-Tech New Materials Co., Ltd,中小板,SZSE,CNY,L,2010-08-03,,N
002456.SZ,002456,欧菲科技,深圳,元器件,欧菲科技股份有限公司,O-Film Tech Co., Ltd.,中小板,SZSE,CNY,L,2010-08-03,,S
002457.SZ,002457,青龙管业,宁夏,塑料,宁夏青龙管业股份有限公司,Ningxia Qinglong Pipes Industry Co.,Ltd.,中小板,SZSE,CNY,L,2010-08-03,,N
002458.SZ,002458,益生股份,山东,农业综合,山东益生种畜禽股份有限公司,Shandong Yisheng Livestock & Poultry Breeding Co., Ltd.,中小板,SZSE,CNY,L,2010-08-10,,S
002459.SZ,002459,天业通联,河北,工程机械,秦皇岛天业通联重工股份有限公司,Qinhuangdao Tianye Tolian Heavy Industry Co.,Ltd.,中小板,SZSE,CNY,L,2010-08-10,,N
002460.SZ,002460,赣锋锂业,江西,小金属,江西赣锋锂业股份有限公司,Ganfeng Lithium Co., Ltd.,中小板,SZSE,CNY,L,2010-08-10,,S
002461.SZ,002461,珠江啤酒,广东,啤酒,广州珠江啤酒股份有限公司,Guangzhou Zhujiang Brewery Co.,Ltd,中小板,SZSE,CNY,L,2010-08-18,,S
002462.SZ,002462,嘉事堂,北京,医药商业,嘉事堂药业股份有限公司,Cachet Pharmaceutical Co., Ltd,中小板,SZSE,CNY,L,2010-08-18,,S
002463.SZ,002463,沪电股份,江苏,元器件,沪士电子股份有限公司,Wus Printed Circuit (Kunshan) Co.,Ltd.,中小板,SZSE,CNY,L,2010-08-18,,S
002464.SZ,002464,众应互联,江苏,互联网,众应互联科技股份有限公司,Whole Easy Internet Technology Co., Ltd.,中小板,SZSE,CNY,L,2010-08-31,,S
002465.SZ,002465,海格通信,广东,通信设备,广州海格通信集团股份有限公司,Guangzhou Haige Communications Group Incorporated Company,中小板,SZSE,CNY,L,2010-08-31,,S
002466.SZ,002466,天齐锂业,四川,小金属,天齐锂业股份有限公司,Tianqi Lithium Corporation,中小板,SZSE,CNY,L,2010-08-31,,S
002467.SZ,002467,二六三,北京,电信运营,二六三网络通信股份有限公司,Net263 Ltd.,中小板,SZSE,CNY,L,2010-09-08,,N
002468.SZ,002468,申通快递,浙江,仓储物流,申通快递股份有限公司,STO Express Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-08,,S
002469.SZ,002469,三维工程,山东,建筑施工,山东三维石化工程股份有限公司,Shandong Sunway Petrochemical Engineering Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-08,,N
002470.SZ,002470,金正大,山东,农药化肥,金正大生态工程集团股份有限公司,Kingenta Ecological Engineering Group Co., Ltd,中小板,SZSE,CNY,L,2010-09-08,,S
002471.SZ,002471,中超控股,江苏,电气设备,江苏中超控股股份有限公司,Jiangsu Zhongchao Holding Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-10,,N
002472.SZ,002472,双环传动,浙江,机械基件,浙江双环传动机械股份有限公司,Zhejiang Shuanghuan Driveline Co.,Ltd,中小板,SZSE,CNY,L,2010-09-10,,N
002473.SZ,002473,*ST圣莱,浙江,家用电器,宁波圣莱达电器股份有限公司,Ningbo Sunlight Electrical Appliance Co., Ltd.,中小板,SZSE,CNY,L,2010-09-10,,N
002474.SZ,002474,榕基软件,福建,软件服务,福建榕基软件股份有限公司,Fujian Rongji Software Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-15,,N
002475.SZ,002475,立讯精密,深圳,元器件,立讯精密工业股份有限公司,Luxshare Precision Industry Co., Ltd.,中小板,SZSE,CNY,L,2010-09-15,,S
002476.SZ,002476,宝莫股份,山东,化工原料,山东宝莫生物化工股份有限公司,Shandong Polymer Biochemicals Co., Ltd,中小板,SZSE,CNY,L,2010-09-15,,N
002477.SZ,002477,雏鹰农牧,河南,农业综合,雏鹰农牧集团股份有限公司,Chuying Agro-Pastoral Group Co.,Ltd,中小板,SZSE,CNY,L,2010-09-15,,S
002478.SZ,002478,常宝股份,江苏,钢加工,江苏常宝钢管股份有限公司,Jiangsu Changbao Steeltube Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-21,,N
002479.SZ,002479,富春环保,浙江,火力发电,浙江富春江环保热电股份有限公司,Zhejiang Fuchunjiang Environmental Thermoelectric Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-21,,S
002480.SZ,002480,新筑股份,四川,机械基件,成都市新筑路桥机械股份有限公司,Chengdu Xinzhu Road&Bridge Machinery Co.,Ltd,中小板,SZSE,CNY,L,2010-09-21,,N
002481.SZ,002481,双塔食品,山东,食品,烟台双塔食品股份有限公司,Yantai Shuangta Food Co., Ltd,中小板,SZSE,CNY,L,2010-09-21,,S
002482.SZ,002482,广田集团,深圳,装修装饰,深圳广田集团股份有限公司,Shenzhen Grandland Group Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-29,,S
002483.SZ,002483,润邦股份,江苏,工程机械,江苏润邦重工股份有限公司,Jiangsu Rainbow Heavy Industries Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-29,,N
002484.SZ,002484,江海股份,江苏,元器件,南通江海电容器股份有限公司,Nantong Jianghai Capacitor Co.,Ltd.,中小板,SZSE,CNY,L,2010-09-29,,S
002486.SZ,002486,嘉麟杰,上海,服饰,上海嘉麟杰纺织品股份有限公司,Shanghai Challenge Textile Co.,Ltd,中小板,SZSE,CNY,L,2010-10-15,,N
002487.SZ,002487,大金重工,辽宁,钢加工,辽宁大金重工股份有限公司,Dajin Heavy Industry Corporation,中小板,SZSE,CNY,L,2010-10-15,,N
002488.SZ,002488,金固股份,浙江,汽车配件,浙江金固股份有限公司,Zhejiang Jingu Company Limited,中小板,SZSE,CNY,L,2010-10-21,,S
002489.SZ,002489,浙江永强,浙江,家居用品,浙江永强集团股份有限公司,Yotrio Group Co., Ltd.,中小板,SZSE,CNY,L,2010-10-21,,S
002490.SZ,002490,山东墨龙,山东,化工机械,山东墨龙石油机械股份有限公司,Shandong Molong Petroleum Machinery Co.,Ltd.,中小板,SZSE,CNY,L,2010-10-21,,S
002491.SZ,002491,通鼎互联,江苏,通信设备,通鼎互联信息股份有限公司,Tongding Interconnection Information Co.,Ltd.,中小板,SZSE,CNY,L,2010-10-21,,S
002492.SZ,002492,恒基达鑫,广东,仓储物流,珠海恒基达鑫国际化工仓储股份有限公司,Zhuhai Winbase International Chemical Tank Terminal Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-02,,N
002493.SZ,002493,荣盛石化,浙江,化纤,荣盛石化股份有限公司,Rongsheng Petrochemical Co., Ltd.,中小板,SZSE,CNY,L,2010-11-02,,S
002494.SZ,002494,华斯股份,河北,服饰,华斯控股股份有限公司,Huasi Holding Company Limited,中小板,SZSE,CNY,L,2010-11-02,,N
002495.SZ,002495,佳隆股份,广东,食品,广东佳隆食品股份有限公司,Guangdong Jialong Food Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-02,,N
002496.SZ,002496,ST辉丰,江苏,农药化肥,江苏辉丰生物农业股份有限公司,JIANGSU HUIFENG BIO AGRICULTURE CO., LTD.,中小板,SZSE,CNY,L,2010-11-09,,N
002497.SZ,002497,雅化集团,四川,化工原料,四川雅化实业集团股份有限公司,Sichuan Yahua Industrial Group Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-09,,S
002498.SZ,002498,汉缆股份,山东,电气设备,青岛汉缆股份有限公司,Qingdao Hanhe Cable Co., Ltd.,中小板,SZSE,CNY,L,2010-11-09,,S
002499.SZ,002499,科林环保,江苏,环境保护,科林环保装备股份有限公司,Kelin Environmental Protection Equipment,Inc.,中小板,SZSE,CNY,L,2010-11-09,,N
002500.SZ,002500,山西证券,山西,证券,山西证券股份有限公司,Shanxi Securities Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-15,,S
002501.SZ,002501,利源精制,吉林,铝,吉林利源精制股份有限公司,Jilin Liyuan Precision Manufacturing Co., Ltd.,中小板,SZSE,CNY,L,2010-11-17,,S
002502.SZ,002502,骅威文化,广东,影视音像,骅威文化股份有限公司,Huawei Culture Co. , Ltd,中小板,SZSE,CNY,L,2010-11-17,,S
002503.SZ,002503,搜于特,广东,服饰,搜于特集团股份有限公司,SOUYUTE GROUP CO.,LTD.,中小板,SZSE,CNY,L,2010-11-17,,S
002504.SZ,002504,弘高创意,北京,装修装饰,北京弘高创意建筑设计股份有限公司,Beijing Honggao Creative Architectural Design Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-18,,N
002505.SZ,002505,大康农业,湖南,农业综合,湖南大康国际农业食品股份有限公司,Hunan Dakang International Food & Agriculture Co.,Ltd,中小板,SZSE,CNY,L,2010-11-18,,S
002506.SZ,002506,协鑫集成,上海,电气设备,协鑫集成科技股份有限公司,GCL System Integration Technology Co., Ltd.,中小板,SZSE,CNY,L,2010-11-18,,S
002507.SZ,002507,涪陵榨菜,重庆,食品,重庆市涪陵榨菜集团股份有限公司,Chongqing Fuling Zhacai Group Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-23,,S
002508.SZ,002508,老板电器,浙江,家用电器,杭州老板电器股份有限公司,Hangzhou Robam Appliances Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-23,,S
002509.SZ,002509,天广中茂,福建,专用机械,天广中茂股份有限公司,TianGuang ZhongMao Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-23,,S
002510.SZ,002510,天汽模,天津,汽车配件,天津汽车模具股份有限公司,Tianjin Motor Dies Co.,Ltd.,中小板,SZSE,CNY,L,2010-11-25,,N
002511.SZ,002511,中顺洁柔,广东,造纸,中顺洁柔纸业股份有限公司,C&S Paper Co.,Ltd,中小板,SZSE,CNY,L,2010-11-25,,S
002512.SZ,002512,达华智能,广东,元器件,中山达华智能科技股份有限公司,Tatwah Smartech Co., Ltd,中小板,SZSE,CNY,L,2010-12-03,,S
002513.SZ,002513,蓝丰生化,江苏,农药化肥,江苏蓝丰生物化工股份有限公司,Jiangsu Lanfeng Bio-Chemical Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-03,,N
002514.SZ,002514,宝馨科技,江苏,机械基件,苏州宝馨科技实业股份有限公司,Suzhou Boamax Technologies Group Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-03,,N
002515.SZ,002515,金字火腿,浙江,食品,金字火腿股份有限公司,Jinzi Ham Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-03,,S
002516.SZ,002516,旷达科技,江苏,纺织,旷达科技集团股份有限公司,Kuangda Technology Group Co., Ltd.,中小板,SZSE,CNY,L,2010-12-07,,S
002517.SZ,002517,恺英网络,福建,互联网,恺英网络股份有限公司,Kingnet Network Co., Ltd.,中小板,SZSE,CNY,L,2010-12-07,,S
002518.SZ,002518,科士达,深圳,电器仪表,深圳科士达科技股份有限公司,Shenzhen Kstar Science and Technology Co., Ltd.,中小板,SZSE,CNY,L,2010-12-07,,S
002519.SZ,002519,银河电子,江苏,通信设备,江苏银河电子股份有限公司,Jiangsu Yinhe Electronics Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-07,,S
002520.SZ,002520,日发精机,浙江,机床制造,浙江日发精密机械股份有限公司,Zhejiang RIFA Precision Machinery Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-10,,N
002521.SZ,002521,齐峰新材,山东,造纸,齐峰新材料股份有限公司,Qifeng New Material Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-10,,N
002522.SZ,002522,浙江众成,浙江,塑料,浙江众成包装材料股份有限公司,Zhejiang Zhongcheng Packing Material Co., Ltd,中小板,SZSE,CNY,L,2010-12-10,,S
002523.SZ,002523,天桥起重,湖南,工程机械,株洲天桥起重机股份有限公司,Zhuzhou Tianqiao Crane Co., Ltd.,中小板,SZSE,CNY,L,2010-12-10,,N
002524.SZ,002524,光正集团,新疆,供气供热,光正集团股份有限公司,Guangzheng Group Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-17,,N
002526.SZ,002526,山东矿机,山东,工程机械,山东矿机集团股份有限公司,Shandong Mining Machinery Group Co., Ltd.,中小板,SZSE,CNY,L,2010-12-17,,N
002527.SZ,002527,新时达,上海,电器仪表,上海新时达电气股份有限公司,Shanghai STEP Electric Corporation,中小板,SZSE,CNY,L,2010-12-24,,S
002528.SZ,002528,英飞拓,深圳,电脑设备,深圳英飞拓科技股份有限公司,Shenzhen Infinova Limited,中小板,SZSE,CNY,L,2010-12-24,,N
002529.SZ,002529,海源复材,福建,专用机械,福建海源复合材料科技股份有限公司,Fujian Haiyuan Composites Technology Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-24,,N
002530.SZ,002530,金财互联,江苏,专用机械,金财互联控股股份有限公司,JC Finance & Tax Interconnect Holdings Ltd.,中小板,SZSE,CNY,L,2010-12-31,,S
002531.SZ,002531,天顺风能,江苏,电气设备,天顺风能(苏州)股份有限公司,Titan Wind Energy (Suzhou) Co., Ltd,中小板,SZSE,CNY,L,2010-12-31,,S
002532.SZ,002532,新界泵业,浙江,农用机械,新界泵业集团股份有限公司,Shimge Pump Industry Group Co.,Ltd,中小板,SZSE,CNY,L,2010-12-31,,N
002533.SZ,002533,金杯电工,湖南,电气设备,金杯电工股份有限公司,Gold Cup Electric Apparatus Co.,Ltd.,中小板,SZSE,CNY,L,2010-12-31,,N
002534.SZ,002534,杭锅股份,浙江,专用机械,杭州锅炉集团股份有限公司,Hangzhou Boiler Group Co.,Ltd.,中小板,SZSE,CNY,L,2011-01-10,,N
002535.SZ,002535,林州重机,河南,工程机械,林州重机集团股份有限公司,Linzhou Heavy Machinery Group Co., Ltd.,中小板,SZSE,CNY,L,2011-01-11,,N
002536.SZ,002536,西泵股份,河南,汽车配件,河南省西峡汽车水泵股份有限公司,Henan Province Xixia Automobile Water Pump Co.,Ltd.,中小板,SZSE,CNY,L,2011-01-11,,N
002537.SZ,002537,海联金汇,山东,汽车整车,海联金汇科技股份有限公司,Hyunion Holding Co.,Ltd.,中小板,SZSE,CNY,L,2011-01-10,,S
002538.SZ,002538,司尔特,安徽,农药化肥,安徽省司尔特肥业股份有限公司,Anhui Sierte Fertilizer Industry Ltd.,Company,中小板,SZSE,CNY,L,2011-01-18,,N
002539.SZ,002539,云图控股,四川,农药化肥,成都云图控股股份有限公司,Chengdu Wintrue Holding Co., Ltd.,中小板,SZSE,CNY,L,2011-01-18,,N
