ts_code,symbol,name,area,industry,fullname,enname,market,exchange_id,curr_type,list_status,list_date,delist_date,is_hs
603002.SH,603002,宏昌电子,广东,化工原料,宏昌电子材料股份有限公司,Epoxy Base Electronic Material Corporation Limited,主板,SSE,CNY,L,2012-05-18,,N
603003.SH,603003,龙宇燃油,上海,石油贸易,上海龙宇燃油股份有限公司,Shanghai Lonyer Fuels Co.,Ltd.,主板,SSE,CNY,L,2012-08-17,,N
603005.SH,603005,晶方科技,江苏,半导体,苏州晶方半导体科技股份有限公司,China Wafer Level Csp Co.,Ltd.,主板,SSE,CNY,L,2014-02-10,,N
603006.SH,603006,联明股份,上海,汽车配件,上海联明机械股份有限公司,Shanghai Lianming Machinery Co., Ltd.,主板,SSE,CNY,L,2014-06-30,,N
603007.SH,603007,花王股份,江苏,建筑施工,花王生态工程股份有限公司,Flower King Eco-Engineering Inc.,主板,SSE,CNY,L,2016-08-26,,H
603008.SH,603008,喜临门,浙江,家居用品,喜临门家具股份有限公司,Xilinmen Furniture Co., Ltd.,主板,SSE,CNY,L,2012-07-17,,H
603009.SH,603009,北特科技,上海,汽车配件,上海北特科技股份有限公司,Shanghai Beite Technology Co.,Ltd.,主板,SSE,CNY,L,2014-07-18,,N
603010.SH,603010,万盛股份,浙江,化工原料,浙江万盛股份有限公司,Zhejiang Wansheng Co.,Ltd,主板,SSE,CNY,L,2014-10-10,,N
603011.SH,603011,合锻智能,安徽,机床制造,合肥合锻智能制造股份有限公司,Hefei Metalforming Intelligent Manufacturing Co., Ltd.,主板,SSE,CNY,L,2014-11-07,,N
603012.SH,603012,创力集团,上海,专用机械,上海创力集团股份有限公司,Shanghai Chuangli Group Co.,Ltd.,主板,SSE,CNY,L,2015-03-20,,N
603013.SH,603013,亚普股份,江苏,汽车配件,亚普汽车部件股份有限公司,Yapp Automotive Parts Co.,Ltd,主板,SSE,CNY,L,2018-05-09,,N
603015.SH,603015,弘讯科技,浙江,电气设备,宁波弘讯科技股份有限公司,Ningbo Techmation Co., Ltd.,主板,SSE,CNY,L,2015-03-03,,N
603016.SH,603016,新宏泰,江苏,电气设备,无锡新宏泰电器科技股份有限公司,Wuxi New Hongtai Electrical Technology Co.,Ltd,主板,SSE,CNY,L,2016-07-01,,N
603017.SH,603017,中衡设计,江苏,建筑施工,中衡设计集团股份有限公司,ARTS Group Co.,Ltd,主板,SSE,CNY,L,2014-12-31,,N
603018.SH,603018,中设集团,江苏,建筑施工,中设设计集团股份有限公司,ChinaDesignGroupCo.,Ltd.,主板,SSE,CNY,L,2014-10-13,,N
603019.SH,603019,中科曙光,天津,电脑设备,曙光信息产业股份有限公司,Dawning Information Industry Co., Ltd,主板,SSE,CNY,L,2014-11-06,,H
603020.SH,603020,爱普股份,上海,食品,爱普香料集团股份有限公司,Apple Flavor & Fragrance Group Co., Ltd.,主板,SSE,CNY,L,2015-03-25,,N
603021.SH,603021,山东华鹏,山东,玻璃,山东华鹏玻璃股份有限公司,Shandong Huapeng Glass Co.,Ltd.,主板,SSE,CNY,L,2015-04-23,,N
603022.SH,603022,新通联,上海,广告包装,上海新通联包装股份有限公司,Shanghai Xintonglian Packaging Co.,Ltd.,主板,SSE,CNY,L,2015-05-18,,N
603023.SH,603023,威帝股份,黑龙江,汽车配件,哈尔滨威帝电子股份有限公司,Harbin VITI Electronics Corp.,主板,SSE,CNY,L,2015-05-27,,N
603025.SH,603025,大豪科技,北京,电脑设备,北京大豪科技股份有限公司,BEIJING DAHAO TECHNOLOGY CORP.,LTD,主板,SSE,CNY,L,2015-04-22,,H
603026.SH,603026,石大胜华,山东,化工原料,山东石大胜华化工集团股份有限公司,Shandong Shida Shenghua Chemical Group Company Limited,主板,SSE,CNY,L,2015-05-29,,N
603027.SH,603027,千禾味业,四川,食品,千禾味业食品股份有限公司,Qianhe Condiment and Food Co., Ltd,主板,SSE,CNY,L,2016-03-07,,N
603028.SH,603028,赛福天,江苏,钢加工,江苏赛福天钢索股份有限公司,Jiangsu Safety Wire Rope Co., Ltd.,主板,SSE,CNY,L,2016-03-31,,N
603029.SH,603029,天鹅股份,山东,农用机械,山东天鹅棉业机械股份有限公司,Shandong Swan Cotton Industrial Machinery Stock Co., Ltd.,主板,SSE,CNY,L,2016-04-27,,N
603030.SH,603030,全筑股份,上海,装修装饰,上海全筑建筑装饰集团股份有限公司,Shanghai Trendzone Construction Decoration Group Co.,Ltd.,主板,SSE,CNY,L,2015-03-20,,N
603031.SH,603031,安德利,安徽,百货,安徽安德利百货股份有限公司,Anhui Andeli Department Store Co.,Ltd.,主板,SSE,CNY,L,2016-08-22,,N
603032.SH,603032,德新交运,新疆,公路,德力西新疆交通运输集团股份有限公司,Delixi Xinjiang Transportation Co.,Ltd.,主板,SSE,CNY,L,2017-01-05,,N
603033.SH,603033,三维股份,浙江,橡胶,浙江三维橡胶制品股份有限公司,Zhejiang Sanwei Rubber Item Co.,Ltd.,主板,SSE,CNY,L,2016-12-07,,N
603035.SH,603035,常熟汽饰,江苏,汽车配件,常熟市汽车饰件股份有限公司,Changshu Automotive Trim Co., Ltd.,主板,SSE,CNY,L,2017-01-05,,N
603036.SH,603036,如通股份,江苏,专用机械,江苏如通石油机械股份有限公司,Jiangsu Rutong Petro-Machinery Co., Ltd.,主板,SSE,CNY,L,2016-12-09,,N
603037.SH,603037,凯众股份,上海,汽车配件,上海凯众材料科技股份有限公司,Shanghai Carthane Co.,Ltd.,主板,SSE,CNY,L,2017-01-20,,N
603038.SH,603038,华立股份,广东,装修装饰,东莞市华立实业股份有限公司,Dongguan Huali industries Co., Ltd.,主板,SSE,CNY,L,2017-01-16,,N
603039.SH,603039,泛微网络,上海,软件服务,上海泛微网络科技股份有限公司,Weaver Network Technology Co., Ltd,主板,SSE,CNY,L,2017-01-13,,N
603040.SH,603040,新坐标,浙江,机械基件,杭州新坐标科技股份有限公司,Hangzhou XZB Tech Co.,Ltd,主板,SSE,CNY,L,2017-02-09,,N
603041.SH,603041,美思德,江苏,化工原料,江苏美思德化学股份有限公司,Jiangsu Maysta Chemical Co., Ltd.,主板,SSE,CNY,L,2017-03-30,,N
603042.SH,603042,华脉科技,江苏,通信设备,南京华脉科技股份有限公司,Nanjing Huamai Technology Co., Ltd.,主板,SSE,CNY,L,2017-06-02,,N
603043.SH,603043,广州酒家,广东,食品,广州酒家集团股份有限公司,Guangzhou Restaurant Group Company Limited,主板,SSE,CNY,L,2017-06-27,,N
603045.SH,603045,福达合金,浙江,电气设备,福达合金材料股份有限公司,Fuda Alloy Materials Co.,Ltd.,主板,SSE,CNY,L,2018-05-17,,N
603050.SH,603050,科林电气,河北,电气设备,石家庄科林电气股份有限公司,ShiJiaZhuang Kelin Electric Co., Ltd.,主板,SSE,CNY,L,2017-04-14,,N
603055.SH,603055,台华新材,浙江,纺织,浙江台华新材料股份有限公司,Zhe Jiang Taihua New Material Co., Ltd.,主板,SSE,CNY,L,2017-09-21,,N
603056.SH,603056,德邦股份,上海,仓储物流,德邦物流股份有限公司,Deppon Logistics Co.,Ltd.,主板,SSE,CNY,L,2018-01-16,,H
603058.SH,603058,永吉股份,贵州,广告包装,贵州永吉印务股份有限公司,GuiZhou YongJi Printing CO.,LTD,主板,SSE,CNY,L,2016-12-23,,N
603059.SH,603059,倍加洁,江苏,家居用品,倍加洁集团股份有限公司,Perfect Group Corp.,Ltd,主板,SSE,CNY,L,2018-03-02,,N
603060.SH,603060,国检集团,北京,建筑施工,中国建材检验认证集团股份有限公司,China Building Material Test & Certification Group Co.,Ltd.,主板,SSE,CNY,L,2016-11-09,,H
603063.SH,603063,禾望电气,深圳,电气设备,深圳市禾望电气股份有限公司,Shenzhen Hopewind Electric Co.,Ltd.,主板,SSE,CNY,L,2017-07-28,,N
603066.SH,603066,音飞储存,江苏,仓储物流,南京音飞储存设备(集团)股份有限公司,Nanjing Inform Storage Equipment (Group) Co., Ltd.,主板,SSE,CNY,L,2015-06-11,,N
603067.SH,603067,振华股份,湖北,化工原料,湖北振华化学股份有限公司,Hubei Zhenhua Chemical Co.,Ltd,主板,SSE,CNY,L,2016-09-13,,N
603069.SH,603069,海汽集团,海南,公路,海南海汽运输集团股份有限公司,Hainan Haiqi Transportation Group Co.,Ltd.,主板,SSE,CNY,L,2016-07-12,,N
603076.SH,603076,乐惠国际,浙江,专用机械,宁波乐惠国际工程装备股份有限公司,Ningbo Lehui International Engineering Equipment Co.,Ltd.,主板,SSE,CNY,L,2017-11-13,,N
603077.SH,603077,和邦生物,四川,化工原料,四川和邦生物科技股份有限公司,Sichuanhebang Biotechnology Co.,Ltd.,主板,SSE,CNY,L,2012-07-31,,H
603078.SH,603078,江化微,江苏,化工原料,江阴江化微电子材料股份有限公司,Jiangyin Jianghua Microelectronics Materials Co., Ltd,主板,SSE,CNY,L,2017-04-10,,N
603079.SH,603079,圣达生物,浙江,食品,浙江圣达生物药业股份有限公司,Zhejiang Shengda Bio-Pharm Co.,Ltd.,主板,SSE,CNY,L,2017-08-23,,N
603080.SH,603080,新疆火炬,新疆,供气供热,新疆火炬燃气股份有限公司,Xinjiang Torch Gas Co.,Ltd.,主板,SSE,CNY,L,2018-01-03,,H
603081.SH,603081,大丰实业,浙江,专用机械,浙江大丰实业股份有限公司,Zhejiang Dafeng Industrial Co., Ltd.,主板,SSE,CNY,L,2017-04-20,,N
603083.SH,603083,剑桥科技,上海,通信设备,上海剑桥科技股份有限公司,Cig Shanghai Co., Ltd.,主板,SSE,CNY,L,2017-11-10,,N
603085.SH,603085,天成自控,浙江,汽车配件,浙江天成自控股份有限公司,Zhejiang Tiancheng Controls Co.,Ltd.,主板,SSE,CNY,L,2015-06-30,,N
603086.SH,603086,先达股份,山东,农药化肥,山东先达农化股份有限公司,Shandong Cynda Chemical Co.,Ltd,主板,SSE,CNY,L,2017-05-11,,N
603088.SH,603088,宁波精达,浙江,专用机械,宁波精达成形装备股份有限公司,JDM JingDa Machine(Ningbo) Co.,Ltd.,主板,SSE,CNY,L,2014-11-11,,N
603089.SH,603089,正裕工业,浙江,汽车配件,浙江正裕工业股份有限公司,ADD Industry (Zhejiang) Co., Ltd,主板,SSE,CNY,L,2017-01-26,,N
603090.SH,603090,宏盛股份,江苏,专用机械,无锡宏盛换热器制造股份有限公司,Wuxi Hongsheng Heat Exchanger Manufacturing Co., Ltd.,主板,SSE,CNY,L,2016-08-31,,N
603096.SH,603096,新经典,天津,出版业,新经典文化股份有限公司,Thinkingdom Media Group Ltd.,主板,SSE,CNY,L,2017-04-25,,N
603098.SH,603098,森特股份,北京,装修装饰,森特士兴集团股份有限公司,Center International Group Co.,Ltd.,主板,SSE,CNY,L,2016-12-16,,H
603099.SH,603099,长白山,吉林,旅游景点,长白山旅游股份有限公司,Changbai Mountain Tourism Co.,Ltd,主板,SSE,CNY,L,2014-08-22,,N
603100.SH,603100,川仪股份,重庆,电器仪表,重庆川仪自动化股份有限公司,Chongqing Chuanyi Automation Co.,Ltd.,主板,SSE,CNY,L,2014-08-05,,N
603101.SH,603101,汇嘉时代,新疆,百货,新疆汇嘉时代百货股份有限公司,Xinjiang Winka Times Department Store Co.,Ltd.,主板,SSE,CNY,L,2016-05-06,,N
603103.SH,603103,横店影视,浙江,影视音像,横店影视股份有限公司,Hengdian Entertainment Co., Ltd.,主板,SSE,CNY,L,2017-10-12,,H
603105.SH,603105,芯能科技,浙江,电气设备,浙江芯能光伏科技股份有限公司,Zhejiang Sunoren Solar Technology Co.,Ltd.,主板,SSE,CNY,L,2018-07-09,,N
603106.SH,603106,恒银金融,天津,电脑设备,恒银金融科技股份有限公司,Cashway Technology Co., Ltd.,主板,SSE,CNY,L,2017-09-20,,H
603108.SH,603108,润达医疗,上海,医药商业,上海润达医疗科技股份有限公司,Shanghai Runda Medical Technology Co., Ltd.,主板,SSE,CNY,L,2015-05-27,,H
603110.SH,603110,东方材料,浙江,染料涂料,新东方新材料股份有限公司,New East New Materials Co.,Ltd,主板,SSE,CNY,L,2017-10-13,,N
603111.SH,603111,康尼机电,江苏,运输设备,南京康尼机电股份有限公司,Nanjing Kangni Mechanical&Electrical Co.,Ltd.,主板,SSE,CNY,L,2014-08-01,,H
603113.SH,603113,金能科技,山东,化工原料,金能科技股份有限公司,Jinneng Science&Technology Co.,Ltd.,主板,SSE,CNY,L,2017-05-11,,H
603116.SH,603116,红蜻蜓,浙江,服饰,浙江红蜻蜓鞋业股份有限公司,Zhejiang Red Dragonfly Footwear Co.,Ltd.,主板,SSE,CNY,L,2015-06-29,,N
603117.SH,603117,万林股份,江苏,仓储物流,江苏万林现代物流股份有限公司,Jiangsu Wanlin Modern Logistics Co., Ltd.,主板,SSE,CNY,L,2015-06-29,,N
603118.SH,603118,共进股份,深圳,通信设备,深圳市共进电子股份有限公司,Shenzhen Gongjin Electronics Co., Ltd.,主板,SSE,CNY,L,2015-02-25,,H
603123.SH,603123,翠微股份,北京,百货,北京翠微大厦股份有限公司,Beijing Cuiwei Tower Co., Ltd.,主板,SSE,CNY,L,2012-05-03,,N
603126.SH,603126,中材节能,天津,环境保护,中材节能股份有限公司,Sinoma Energy Conservation Ltd,主板,SSE,CNY,L,2014-07-31,,H
603127.SH,603127,昭衍新药,北京,医疗保健,北京昭衍新药研究中心股份有限公司,Joinn Laboratories (China) Co.,Ltd.,主板,SSE,CNY,L,2017-08-25,,N
603128.SH,603128,华贸物流,上海,仓储物流,港中旅华贸国际物流股份有限公司,CTS International Logistics Corporation Limited,主板,SSE,CNY,L,2012-05-29,,H
603129.SH,603129,春风动力,浙江,摩托车,浙江春风动力股份有限公司,Zhejiang Cfmoto Power Co.,Ltd,主板,SSE,CNY,L,2017-08-18,,N
603131.SH,603131,上海沪工,上海,专用机械,上海沪工焊接集团股份有限公司,Shanghai Hugong Electric Group Co.,Ltd,主板,SSE,CNY,L,2016-06-07,,N
603133.SH,603133,碳元科技,江苏,元器件,碳元科技股份有限公司,Tanyuan Technology Co., Ltd.,主板,SSE,CNY,L,2017-03-20,,N
603136.SH,603136,天目湖,江苏,旅游景点,江苏天目湖旅游股份有限公司,Jiangsu Tianmu Lake Tourism Co.,Ltd.,主板,SSE,CNY,L,2017-09-27,,N
603138.SH,603138,海量数据,北京,软件服务,北京海量数据技术股份有限公司,Beijing Vastdata Technology Co., Ltd.,主板,SSE,CNY,L,2017-03-06,,N
603139.SH,603139,康惠制药,陕西,中成药,陕西康惠制药股份有限公司,Shaanxi Kanghui Pharmaceutical Co., Ltd.,主板,SSE,CNY,L,2017-04-21,,N
603156.SH,603156,养元饮品,河北,软饮料,河北养元智汇饮品股份有限公司,Hebei Yangyuanzhihui Beverage Co., Ltd.,主板,SSE,CNY,L,2018-02-12,,N
603157.SH,603157,拉夏贝尔,上海,服饰,上海拉夏贝尔服饰股份有限公司,Shanghai La Chapelle Fashion Co., Ltd.,主板,SSE,CNY,L,2017-09-25,,H
603158.SH,603158,腾龙股份,江苏,汽车配件,常州腾龙汽车零部件股份有限公司,Changzhou Tenglong Auto Parts Co.,Ltd.,主板,SSE,CNY,L,2015-03-20,,N
603159.SH,603159,上海亚虹,上海,专用机械,上海亚虹模具股份有限公司,Shanghai Yahong Moulding Co.,Ltd,主板,SSE,CNY,L,2016-08-12,,N
603160.SH,603160,汇顶科技,深圳,元器件,深圳市汇顶科技股份有限公司,Shenzhen Goodix Technology Co., Ltd.,主板,SSE,CNY,L,2016-10-17,,H
603161.SH,603161,科华控股,江苏,汽车配件,科华控股股份有限公司,Kehua Holdings Co.,Ltd.,主板,SSE,CNY,L,2018-01-05,,N
603165.SH,603165,荣晟环保,浙江,造纸,浙江荣晟环保纸业股份有限公司,Zhejiang Rongsheng Environmental Protection Paper Co.,LTD,主板,SSE,CNY,L,2017-01-17,,H
603166.SH,603166,福达股份,广西,汽车配件,桂林福达股份有限公司,Guilin Fuda Co.,Ltd.,主板,SSE,CNY,L,2014-11-27,,N
603167.SH,603167,渤海轮渡,山东,水运,渤海轮渡集团股份有限公司,Bohai Ferry Group Co., Ltd.,主板,SSE,CNY,L,2012-09-06,,N
603168.SH,603168,莎普爱思,浙江,化学制药,浙江莎普爱思药业股份有限公司,Zhejiang Shapuaisi Pharmaceutical Co., Ltd.,主板,SSE,CNY,L,2014-07-02,,H
603169.SH,603169,兰石重装,甘肃,专用机械,兰州兰石重型装备股份有限公司,Lanzhou LS Heavy Equipment Co., Ltd.,主板,SSE,CNY,L,2014-10-09,,H
603177.SH,603177,德创环保,浙江,环境保护,浙江德创环保科技股份有限公司,Zhejiang Tuna Environmental Science & Technology Co.,Ltd.,主板,SSE,CNY,L,2017-02-07,,N
603178.SH,603178,圣龙股份,浙江,汽车配件,宁波圣龙汽车动力系统股份有限公司,Ningbo Shenglong Automotive Powertrain System Co.,Ltd.,主板,SSE,CNY,L,2017-03-28,,N
603179.SH,603179,新泉股份,江苏,汽车配件,江苏新泉汽车饰件股份有限公司,Jiangsu Xinquan Automotive Trim Co.,Ltd.,主板,SSE,CNY,L,2017-03-17,,N
603180.SH,603180,金牌厨柜,福建,家居用品,厦门金牌厨柜股份有限公司,Xiamen Goldenhome Co.,Ltd,主板,SSE,CNY,L,2017-05-12,,H
603181.SH,603181,皇马科技,浙江,化工原料,浙江皇马科技股份有限公司,Zhejiang Huangma Technology Co.,Ltd,主板,SSE,CNY,L,2017-08-24,,N
603183.SH,603183,建研院,江苏,建筑施工,苏州市建筑科学研究院集团股份有限公司,Suzhou Institute of Building Science Group Co.,Ltd,主板,SSE,CNY,L,2017-09-05,,N
603186.SH,603186,华正新材,浙江,元器件,浙江华正新材料股份有限公司,Zhejiang Huazheng New Material Co., Ltd.,主板,SSE,CNY,L,2017-01-03,,N
603188.SH,603188,ST亚邦,江苏,染料涂料,江苏亚邦染料股份有限公司,Jiangsu Yabang Dyestuff.,Ltd,主板,SSE,CNY,L,2014-09-09,,N
603189.SH,603189,网达软件,上海,软件服务,上海网达软件股份有限公司,Shanghai Wondertek Software Corporation Limited.,主板,SSE,CNY,L,2016-09-14,,N
603192.SH,603192,汇得科技,上海,化工原料,上海汇得科技股份有限公司,Shanghai Huide Science & Technology Co.,Ltd,主板,SSE,CNY,L,2018-08-28,,N
603196.SH,603196,日播时尚,上海,服饰,日播时尚集团股份有限公司,Ribo Fashion Group Company Limited,主板,SSE,CNY,L,2017-05-31,,N
603197.SH,603197,保隆科技,上海,汽车配件,上海保隆汽车科技股份有限公司,Shanghai Baolong Automotive Corporation,主板,SSE,CNY,L,2017-05-19,,N
603198.SH,603198,迎驾贡酒,安徽,白酒,安徽迎驾贡酒股份有限公司,Anhui Ying Jia Distillery Co.,Ltd.,主板,SSE,CNY,L,2015-05-28,,H
603199.SH,603199,九华旅游,安徽,旅游景点,安徽九华山旅游发展股份有限公司,Anhui Jiuhuashan Tourism Development Co., Ltd.,主板,SSE,CNY,L,2015-03-26,,N
603200.SH,603200,上海洗霸,上海,环境保护,上海洗霸科技股份有限公司,Shanghai Emperor of Cleaning Hi-Tech Co., Ltd.,主板,SSE,CNY,L,2017-06-01,,N
603203.SH,603203,快克股份,江苏,专用机械,快克智能装备股份有限公司,QUICK INTELLIGENT EQUIPMENT CO.,LTD.,主板,SSE,CNY,L,2016-11-08,,N
603208.SH,603208,江山欧派,浙江,家居用品,江山欧派门业股份有限公司,Jiangshan Oupai Door Industry Co., Ltd,主板,SSE,CNY,L,2017-02-10,,N
603214.SH,603214,爱婴室,上海,百货,上海爱婴室商务服务股份有限公司,Shanghai Aiyingshi Co., Ltd.,主板,SSE,CNY,L,2018-03-30,,N
603218.SH,603218,日月股份,浙江,工程机械,日月重工股份有限公司,Riyue Heavy Industry Co.,Ltd.,主板,SSE,CNY,L,2016-12-28,,N
603222.SH,603222,济民制药,浙江,化学制药,济民健康管理股份有限公司,Chimin Health Management Co., Ltd.,主板,SSE,CNY,L,2015-02-17,,N
603223.SH,603223,恒通股份,山东,供气供热,恒通物流股份有限公司,Hengtong Logistics Co.,Ltd.,主板,SSE,CNY,L,2015-06-30,,N
603225.SH,603225,新凤鸣,浙江,化纤,新凤鸣集团股份有限公司,Xinfengming Group Co.,Ltd.,主板,SSE,CNY,L,2017-04-18,,H
603226.SH,603226,菲林格尔,上海,家居用品,上海菲林格尔木业股份有限公司,Shanghai Vohringer Wood Product Co., Ltd.,主板,SSE,CNY,L,2017-06-15,,N
603227.SH,603227,雪峰科技,新疆,化工原料,新疆雪峰科技(集团)股份有限公司,Xinjiang Xuefeng Sci-Tech (Group) Co.,Ltd,主板,SSE,CNY,L,2015-05-15,,N
603228.SH,603228,景旺电子,深圳,元器件,深圳市景旺电子股份有限公司,Shenzhen Kinwong Electronic Co.,Ltd.,主板,SSE,CNY,L,2017-01-06,,H
603229.SH,603229,奥翔药业,浙江,化学制药,浙江奥翔药业股份有限公司,Zhejiang Ausun Pharmaceutical Co., Ltd.,主板,SSE,CNY,L,2017-05-09,,N
603232.SH,603232,格尔软件,上海,软件服务,格尔软件股份有限公司,Koal Software Co., Ltd.,主板,SSE,CNY,L,2017-04-21,,N
603233.SH,603233,大参林,广东,医药商业,大参林医药集团股份有限公司,Dashenlin Pharmaceutical Group Co.,Ltd.,主板,SSE,CNY,L,2017-07-31,,H
603238.SH,603238,诺邦股份,浙江,纺织,杭州诺邦无纺股份有限公司,HangZhou Nbond Nonwovens Co., Ltd.,主板,SSE,CNY,L,2017-02-22,,N
603239.SH,603239,浙江仙通,浙江,汽车配件,浙江仙通橡塑股份有限公司,Zhejiang Xiantong Rubber&Plastic Co.,Ltd,主板,SSE,CNY,L,2016-12-30,,H
603258.SH,603258,电魂网络,浙江,互联网,杭州电魂网络科技股份有限公司,Hangzhou Electronic Soul Network Technology Co.,Ltd,主板,SSE,CNY,L,2016-10-26,,H
603259.SH,603259,药明康德,江苏,化学制药,无锡药明康德新药开发股份有限公司,WuXi Apptec Co.,Ltd.,主板,SSE,CNY,L,2018-05-08,,N
603260.SH,603260,合盛硅业,浙江,化工原料,合盛硅业股份有限公司,Hoshine Silicon Industry Co.,Ltd,主板,SSE,CNY,L,2017-10-30,,H
603266.SH,603266,天龙股份,浙江,塑料,宁波天龙电子股份有限公司,Ningbo Tianlong Electronics Co., Ltd.,主板,SSE,CNY,L,2017-01-10,,N
603268.SH,603268,松发股份,广东,陶瓷,广东松发陶瓷股份有限公司,Guangdong Songfa Ceramics Co., Ltd.,主板,SSE,CNY,L,2015-03-19,,N
603269.SH,603269,海鸥股份,江苏,机械基件,江苏海鸥冷却塔股份有限公司,Jiangsu Seagull Cooling Tower Co.,Ltd.,主板,SSE,CNY,L,2017-05-17,,N
603277.SH,603277,银都股份,浙江,专用机械,银都餐饮设备股份有限公司,Yindu Kitchen Equipment Co.,Ltd,主板,SSE,CNY,L,2017-09-11,,N
603278.SH,603278,大业股份,山东,钢加工,山东大业股份有限公司,Shandong Daye Co., Ltd.,主板,SSE,CNY,L,2017-11-13,,N
603283.SH,603283,赛腾股份,江苏,专用机械,苏州赛腾精密电子股份有限公司,Suzhou Secote Precision Electronic Co., Ltd.,主板,SSE,CNY,L,2017-12-25,,N
603286.SH,603286,日盈电子,江苏,汽车配件,江苏日盈电子股份有限公司,Jiangsu Riying Electronics Co., Ltd,主板,SSE,CNY,L,2017-06-27,,N
603288.SH,603288,海天味业,广东,食品,佛山市海天调味食品股份有限公司,Foshan Haitian Flavouring and Food Company Ltd.,主板,SSE,CNY,L,2014-02-11,,H
603289.SH,603289,泰瑞机器,浙江,专用机械,泰瑞机器股份有限公司,Tederic Machinery Co., Ltd,主板,SSE,CNY,L,2017-10-31,,N
603297.SH,603297,永新光学,浙江,电器仪表,宁波永新光学股份有限公司,NINGBO YONG XIN OPTICS CO., LTD.,主板,SSE,CNY,L,2018-09-10,,N
603298.SH,603298,杭叉集团,浙江,专用机械,杭叉集团股份有限公司,Hangcha Group Co.,Ltd.,主板,SSE,CNY,L,2016-12-27,,H
603299.SH,603299,井神股份,江苏,化工原料,江苏井神盐化股份有限公司,Jiangsu Jingshen Salt & Chemical Industry Co.,Ltd.,主板,SSE,CNY,L,2015-12-31,,N
603300.SH,603300,华铁科技,浙江,钢加工,浙江华铁建筑安全科技股份有限公司,Zhejiang Huatie Construction Safety Science and Technology Co.,Ltd.,主板,SSE,CNY,L,2015-05-29,,H
603301.SH,603301,振德医疗,浙江,医疗保健,振德医疗用品股份有限公司,Zhende Medical Co., Ltd.,主板,SSE,CNY,L,2018-04-12,,N
603303.SH,603303,得邦照明,浙江,家用电器,横店集团得邦照明股份有限公司,Hengdian Group Tospo Lighting Co.,Ltd.,主板,SSE,CNY,L,2017-03-30,,N
603305.SH,603305,旭升股份,浙江,汽车配件,宁波旭升汽车技术股份有限公司,Ningbo Xusheng Auto Technology Co.,Ltd,主板,SSE,CNY,L,2017-07-10,,H
603306.SH,603306,华懋科技,福建,汽车配件,华懋(厦门)新材料科技股份有限公司,HMT(Xiamen) New Technical Materials Co.,Ltd,主板,SSE,CNY,L,2014-09-26,,H
603308.SH,603308,应流股份,安徽,专用机械,安徽应流机电股份有限公司,Anhui Yingliu Electromechanical Co.,Ltd.,主板,SSE,CNY,L,2014-01-22,,N
603309.SH,603309,维力医疗,广东,医疗保健,广州维力医疗器械股份有限公司,Well Lead Medical Co., Ltd.,主板,SSE,CNY,L,2015-03-02,,N
603311.SH,603311,金海环境,浙江,专用机械,浙江金海环境技术股份有限公司,Zhejiang Goldensea Environment Technology Co.,Ltd,主板,SSE,CNY,L,2015-05-18,,N
603313.SH,603313,梦百合,江苏,家居用品,梦百合家居科技股份有限公司,Healthcare Co., Ltd,主板,SSE,CNY,L,2016-10-13,,N
603315.SH,603315,福鞍股份,辽宁,机械基件,辽宁福鞍重工股份有限公司,Liaoning Fu-An Heavy Industry Co.,Ltd,主板,SSE,CNY,L,2015-04-24,,N
603316.SH,603316,诚邦股份,浙江,建筑施工,诚邦生态环境股份有限公司,Chengbang Eco-Environment Co.,Ltd.,主板,SSE,CNY,L,2017-06-19,,N
603318.SH,603318,派思股份,辽宁,专用机械,大连派思燃气系统股份有限公司,Dalian Energas Gas-System Co.,Ltd.,主板,SSE,CNY,L,2015-04-24,,N
603319.SH,603319,湘油泵,湖南,汽车配件,湖南机油泵股份有限公司,Hunan Oil Pump Co., Ltd.,主板,SSE,CNY,L,2016-11-30,,N
603320.SH,603320,迪贝电气,浙江,机械基件,浙江迪贝电气股份有限公司,Zhejiang Dibay Electric Co.,Ltd.,主板,SSE,CNY,L,2017-05-02,,N
603321.SH,603321,梅轮电梯,浙江,运输设备,浙江梅轮电梯股份有限公司,Zhejiang Meilun Elevator Co.,Ltd,主板,SSE,CNY,L,2017-09-15,,N
603322.SH,603322,超讯通信,广东,通信设备,广东超讯通信技术股份有限公司,Guangdong Super Telecom Co.,Ltd,主板,SSE,CNY,L,2016-07-28,,N
603323.SH,603323,吴江银行,江苏,银行,江苏吴江农村商业银行股份有限公司,Jiangsu Wujiang Rural Commercial Bank Co., Ltd.,主板,SSE,CNY,L,2016-11-29,,N
603326.SH,603326,我乐家居,江苏,家居用品,南京我乐家居股份有限公司,Nanjing Olo Home Furnishing Co.,Ltd.,主板,SSE,CNY,L,2017-06-16,,N
603328.SH,603328,依顿电子,广东,元器件,广东依顿电子科技股份有限公司,Guangdong Ellington Electronics Technology Co.,Ltd,主板,SSE,CNY,L,2014-07-01,,H
603329.SH,603329,上海雅仕,上海,仓储物流,上海雅仕投资发展股份有限公司,Shanghai Ace Investment&Development Co., Ltd.,主板,SSE,CNY,L,2017-12-29,,N
603330.SH,603330,上海天洋,上海,塑料,上海天洋热熔粘接材料股份有限公司,Shanghai Tianyang Hot Melt Adhesives Co.,Ltd,主板,SSE,CNY,L,2017-02-13,,N
